format	tate-stage-sparse-v1
ring	QQ[x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8]	GRevLex
basis_E1	e_1,...,e_16
basis_E2	f_1,...,f_30; e_i*e_j lexicographic i<j
matrix	F	1	16
matrix	R	16	30
matrix	Z	150	136
term	F	0	0	1	0	0	0	0	0	1	1	1
term	F	0	1	1	0	0	0	1	0	1	0	1
term	F	0	2	1	0	0	1	0	0	0	1	1
term	F	0	3	1	0	0	1	0	1	0	1	0
term	F	0	4	1	0	0	1	1	0	0	0	1
term	F	0	5	1	0	1	0	0	0	0	1	1
term	F	0	6	1	0	1	0	0	1	0	1	0
term	F	0	7	1	0	1	0	0	1	1	0	0
term	F	0	8	1	0	1	0	1	0	0	1	0
term	F	0	9	1	0	1	0	1	0	1	0	0
term	F	0	10	1	1	0	0	1	0	1	0	0
term	F	0	11	1	1	0	0	1	1	0	0	0
term	F	0	12	1	1	0	1	0	0	0	0	1
term	F	0	13	1	1	0	1	0	0	1	0	0
term	F	0	14	1	1	0	1	0	1	0	0	0
term	F	0	15	1	1	1	0	0	1	0	0	0
term	R	0	0	1	0	0	0	1	0	0	0	0
term	R	0	1	1	0	0	1	0	0	0	0	0
term	R	0	5	1	0	1	0	0	0	0	0	0
term	R	1	0	-1	0	0	0	0	0	0	1	0
term	R	1	4	1	0	0	1	0	0	0	0	0
term	R	1	12	1	0	1	0	0	0	0	0	0
term	R	1	15	1	1	0	0	0	0	0	0	0
term	R	2	1	-1	0	0	0	0	0	1	0	0
term	R	2	2	1	0	0	0	0	1	0	0	0
term	R	2	3	1	0	0	0	1	0	0	0	0
term	R	2	6	1	0	1	0	0	0	0	0	0
term	R	2	18	1	1	0	0	0	0	0	0	0
term	R	3	2	-1	0	0	0	0	0	0	0	1
term	R	3	8	1	0	1	0	0	0	0	0	0
term	R	3	23	1	1	0	0	0	0	0	0	0
term	R	4	3	-1	0	0	0	0	0	0	1	0
term	R	4	4	-1	0	0	0	0	0	1	0	0
term	R	4	19	1	1	0	0	0	0	0	0	0
term	R	5	5	-1	0	0	0	0	0	1	0	0
term	R	5	6	-1	0	0	1	0	0	0	0	0
term	R	5	7	1	0	0	0	0	1	0	0	0
term	R	5	10	1	0	0	0	1	0	0	0	0
term	R	6	7	-1	0	0	0	0	0	0	0	1
term	R	6	8	-1	0	0	1	0	0	0	0	0
term	R	6	9	1	0	0	0	0	0	1	0	0
term	R	6	11	1	0	0	0	1	0	0	0	0
term	R	6	26	1	1	0	0	0	0	0	0	0
term	R	7	9	-1	0	0	0	0	0	0	1	0
term	R	7	14	1	0	0	0	1	0	0	0	0
term	R	7	27	1	1	0	0	0	0	0	0	0
term	R	8	10	-1	0	0	0	0	0	0	0	1
term	R	8	11	-1	0	0	0	0	1	0	0	0
term	R	8	13	1	0	0	0	0	0	1	0	0
term	R	9	12	-1	0	0	0	0	0	0	0	1
term	R	9	13	-1	0	0	0	0	0	0	1	0
term	R	9	14	-1	0	0	0	0	1	0	0	0
term	R	9	16	1	1	0	0	0	0	0	0	0
term	R	10	15	-1	0	0	0	0	0	0	0	1
term	R	10	16	-1	0	1	0	0	0	0	0	0
term	R	10	17	1	0	0	0	0	1	0	0	0
term	R	10	21	1	0	0	1	0	0	0	0	0
term	R	11	17	-1	0	0	0	0	0	1	0	0
term	R	11	25	1	0	0	1	0	0	0	0	0
term	R	11	28	1	0	1	0	0	0	0	0	0
term	R	12	18	-1	0	0	0	0	0	0	1	0
term	R	12	19	-1	0	0	0	1	0	0	0	0
term	R	12	20	1	0	0	0	0	0	1	0	0
term	R	12	22	1	0	0	0	0	1	0	0	0
term	R	13	20	-1	0	0	0	0	0	0	0	1
term	R	13	21	-1	0	0	0	1	0	0	0	0
term	R	13	24	1	0	0	0	0	1	0	0	0
term	R	14	22	-1	0	0	0	0	0	0	0	1
term	R	14	23	-1	0	0	0	0	0	0	1	0
term	R	14	24	-1	0	0	0	0	0	1	0	0
term	R	14	25	-1	0	0	0	1	0	0	0	0
term	R	14	29	1	0	1	0	0	0	0	0	0
term	R	15	26	-1	0	0	0	0	0	0	1	0
term	R	15	27	-1	0	0	0	0	0	1	0	0
term	R	15	28	-1	0	0	0	1	0	0	0	0
term	R	15	29	-1	0	0	1	0	0	0	0	0
term	Z	0	0	1	0	0	1	0	0	0	0	0
term	Z	0	4	1	0	1	0	0	0	0	0	0
term	Z	0	16	1	0	0	0	0	0	1	0	1
term	Z	0	61	1	1	0	0	0	0	1	0	0
term	Z	0	66	1	1	0	0	0	1	0	0	0
term	Z	1	0	-1	0	0	0	1	0	0	0	0
term	Z	1	1	1	0	1	0	0	0	0	0	0
term	Z	1	17	1	0	0	0	0	0	0	1	1
term	Z	1	18	1	0	0	0	0	1	0	1	0
term	Z	1	23	1	0	0	0	1	0	0	0	1
term	Z	1	70	1	1	0	0	0	0	0	0	1
term	Z	1	75	1	1	0	0	0	0	1	0	0
term	Z	1	89	1	1	0	0	0	1	0	0	0
term	Z	2	2	1	0	1	0	0	0	0	0	0
term	Z	2	9	1	1	0	0	0	0	0	0	0
term	Z	2	18	1	0	0	0	0	0	1	1	0
term	Z	2	19	1	0	0	1	0	0	0	1	0
term	Z	2	21	1	0	0	1	1	0	0	0	0
term	Z	2	25	1	0	0	0	1	0	1	0	0
term	Z	3	0	-1	0	0	0	0	0	1	0	0
term	Z	3	7	1	1	0	0	0	0	0	0	0
term	Z	3	20	1	0	0	1	0	0	0	0	1
term	Z	3	21	-1	0	0	1	0	1	0	0	0
term	Z	3	22	1	0	0	0	0	0	1	0	1
term	Z	3	25	-1	0	0	0	0	1	1	0	0
term	Z	3	28	1	0	1	0	0	0	0	0	1
term	Z	3	42	1	0	1	0	1	0	0	0	0
term	Z	3	43	1	0	1	0	0	1	0	0	0
term	Z	4	0	1	0	0	0	0	0	0	1	0
term	Z	4	8	1	1	0	0	0	0	0	0	0
term	Z	4	22	-1	0	0	0	0	0	0	1	1
term	Z	4	23	1	0	0	0	0	0	0	1	1
term	Z	4	24	1	0	0	0	1	0	0	0	1
term	Z	4	25	1	0	0	0	0	1	0	1	0
term	Z	4	47	1	0	1	0	1	0	0	0	0
term	Z	4	57	1	0	1	0	0	1	0	0	0
term	Z	5	1	-1	0	0	1	0	0	0	0	0
term	Z	5	4	-1	0	0	0	1	0	0	0	0
term	Z	5	26	1	0	0	0	0	0	0	1	1
term	Z	5	29	1	0	0	0	0	1	0	1	0
term	Z	5	34	1	0	0	0	0	1	1	0	0
term	Z	5	39	1	0	0	0	1	0	0	1	0
term	Z	5	49	1	0	0	0	1	0	1	0	0
term	Z	5	107	1	1	0	0	0	1	0	0	0
term	Z	6	1	1	0	0	0	0	0	1	0	0
term	Z	6	2	-1	0	0	0	0	1	0	0	0
term	Z	6	27	1	0	0	0	0	0	0	1	1
term	Z	6	28	-1	0	0	0	1	0	0	0	1
term	Z	6	32	1	0	0	0	0	1	0	1	0
term	Z	6	35	1	0	0	0	0	1	1	0	0
term	Z	6	40	1	0	0	0	1	0	0	1	0
term	Z	6	42	-1	0	0	0	2	0	0	0	0
term	Z	6	43	-1	0	0	0	1	1	0	0	0
term	Z	6	52	1	0	0	0	1	0	1	0	0
term	Z	6	72	1	1	0	0	0	0	0	0	1
term	Z	6	73	1	1	0	0	1	0	0	0	0
term	Z	6	77	1	1	0	0	0	0	1	0	0
term	Z	6	123	1	1	0	0	0	1	0	0	0
term	Z	7	2	-1	0	0	1	0	0	0	0	0
term	Z	7	3	1	0	0	0	1	0	0	0	0
term	Z	7	29	1	0	0	0	0	0	1	1	0
term	Z	7	30	1	0	1	0	0	0	0	1	0
term	Z	7	31	1	0	0	1	0	0	0	1	0
term	Z	7	34	1	0	0	0	0	0	2	0	0
term	Z	7	35	1	0	0	1	0	0	1	0	0
term	Z	7	36	1	0	1	0	0	0	1	0	0
term	Z	7	107	1	1	0	0	0	0	1	0	0
term	Z	7	109	1	1	1	0	0	0	0	0	0
term	Z	8	2	1	0	0	0	0	0	0	0	1
term	Z	8	14	1	1	0	0	0	0	0	0	0
term	Z	8	31	-1	0	0	0	0	0	0	1	1
term	Z	8	32	1	0	0	0	0	0	0	1	1
term	Z	8	33	1	0	0	0	0	1	0	1	0
term	Z	8	37	1	0	0	0	0	1	1	0	0
term	Z	8	44	1	0	0	0	1	0	0	1	0
term	Z	8	54	1	0	0	0	1	0	1	0	0
term	Z	9	5	1	0	0	0	1	0	0	0	0
term	Z	9	12	1	1	0	0	0	0	0	0	0
term	Z	9	34	1	0	0	0	0	0	1	0	1
term	Z	9	35	1	0	0	1	0	0	0	0	1
term	Z	9	36	1	0	1	0	0	0	0	0	1
term	Z	9	37	1	0	0	1	0	1	0	0	0
term	Z	9	38	1	0	1	0	0	1	0	0	0
term	Z	10	3	-1	0	0	0	0	1	0	0	0
term	Z	10	4	-1	0	0	0	0	0	1	0	0
term	Z	10	39	1	0	0	0	0	0	1	1	0
term	Z	10	40	1	0	0	1	0	0	0	1	0
term	Z	10	41	1	0	1	0	0	0	0	1	0
term	Z	10	42	-1	0	0	1	1	0	0	0	0
term	Z	10	43	-1	0	0	1	0	1	0	0	0
term	Z	10	48	1	0	0	0	0	0	1	0	1
term	Z	10	49	1	0	0	0	0	0	2	0	0
term	Z	10	52	1	0	0	1	0	0	1	0	0
term	Z	10	53	1	0	1	0	0	0	1	0	0
term	Z	10	63	1	1	0	0	0	0	1	0	0
term	Z	10	73	1	1	0	1	0	0	0	0	0
term	Z	10	113	1	1	0	0	0	1	0	0	0
term	Z	11	3	1	0	0	0	0	0	0	0	1
term	Z	11	5	-1	0	0	0	0	0	1	0	0
term	Z	11	43	1	0	0	1	0	0	0	0	1
term	Z	11	44	1	0	0	1	0	0	0	1	0
term	Z	11	45	1	0	1	0	0	0	0	1	0
term	Z	11	50	-1	0	0	0	0	0	1	0	1
term	Z	11	54	1	0	0	1	0	0	1	0	0
term	Z	11	59	1	0	1	0	0	0	1	0	0
term	Z	11	111	1	1	1	0	0	0	0	0	0
term	Z	11	113	-1	1	0	0	0	0	0	0	1
term	Z	11	117	1	1	0	0	1	0	0	0	0
term	Z	11	131	1	1	0	1	0	0	0	0	0
term	Z	12	4	1	0	0	0	0	0	0	1	0
term	Z	12	6	1	1	0	0	0	0	0	0	0
term	Z	12	46	1	0	0	0	1	0	1	0	0
term	Z	12	47	-1	0	0	1	1	0	0	0	0
term	Z	12	48	-1	0	0	0	0	0	0	1	1
term	Z	12	50	1	0	0	0	0	1	0	1	0
term	Z	12	51	1	0	0	0	1	0	0	1	0
term	Z	12	56	1	0	0	0	0	1	1	0	0
term	Z	12	57	-1	0	0	1	0	1	0	0	0
term	Z	13	4	-1	0	0	0	0	0	0	0	1
term	Z	13	5	-1	0	0	0	0	1	0	0	0
term	Z	13	48	1	0	0	0	0	0	0	0	2
term	Z	13	49	1	0	0	0	0	0	1	0	1
term	Z	13	50	-1	0	0	0	0	1	0	0	1
term	Z	13	51	-1	0	0	0	1	0	0	0	1
term	Z	13	52	1	0	0	1	0	0	0	0	1
term	Z	13	53	1	0	1	0	0	0	0	0	1
term	Z	13	54	1	0	0	1	0	1	0	0	0
term	Z	13	55	1	0	1	0	1	0	0	0	0
term	Z	13	58	1	0	1	0	0	1	0	0	0
term	Z	13	63	1	1	0	0	0	0	0	0	1
term	Z	13	64	1	1	0	0	1	0	0	0	0
term	Z	13	86	1	1	0	1	0	0	0	0	0
term	Z	14	5	1	0	0	0	0	0	0	1	0
term	Z	14	13	1	1	0	0	0	0	0	0	0
term	Z	14	56	-1	0	0	0	0	0	1	0	1
term	Z	14	57	1	0	0	1	0	0	0	0	1
term	Z	14	58	-1	0	1	0	0	0	0	1	0
term	Z	14	59	1	0	1	0	0	0	0	1	0
term	Z	14	60	1	0	1	0	0	0	1	0	0
term	Z	15	6	-1	0	1	0	0	0	0	0	0
term	Z	15	8	-1	0	0	1	0	0	0	0	0
term	Z	15	61	1	0	0	0	0	0	1	1	0
term	Z	15	62	1	0	0	0	1	0	1	0	0
term	Z	15	66	1	0	0	0	0	1	0	1	0
term	Z	15	67	1	0	0	0	1	1	0	0	0
term	Z	15	80	1	0	0	1	0	0	0	0	1
term	Z	15	82	1	0	0	1	0	0	1	0	0
term	Z	15	95	1	0	0	1	0	1	0	0	0
term	Z	15	114	1	0	1	0	0	1	0	0	0
term	Z	16	6	1	0	0	0	0	0	0	0	1
term	Z	16	13	1	0	0	0	0	1	0	0	0
term	Z	16	63	1	0	0	0	0	0	0	1	1
term	Z	16	64	1	0	0	0	1	0	0	1	0
term	Z	16	65	1	0	0	0	1	0	1	0	0
term	Z	16	68	1	0	0	0	1	1	0	0	0
term	Z	16	84	-1	0	0	1	0	0	0	0	1
term	Z	16	86	1	0	0	1	0	0	0	1	0
term	Z	16	87	1	0	0	1	0	0	1	0	0
term	Z	16	98	1	0	0	1	0	1	0	0	0
term	Z	16	120	1	0	1	0	0	1	0	0	0
term	Z	17	11	1	0	0	1	0	0	0	0	0
term	Z	17	13	1	0	1	0	0	0	0	0	0
term	Z	17	66	1	0	0	0	0	0	0	1	1
term	Z	17	67	1	0	0	0	1	0	0	0	1
term	Z	17	68	1	0	1	0	1	0	0	0	0
term	Z	17	69	1	1	0	0	1	0	0	0	0
term	Z	17	114	1	0	1	0	0	0	0	0	1
term	Z	17	115	-1	0	1	0	0	0	0	1	0
term	Z	17	118	1	0	1	0	0	0	1	0	0
